Set,color,num_critic_for_reviews,duration,gross,movie_title,num_voted_users,num_user_for_reviews,language,content_rating,budget,title_year,imdb_score,aspect_ratio,movies_made,main_genre,num_genre,num_top_actors,num_pop_actors
train,1,297,136,52474616,Wall Street: Money Never Sleeps ,84118,245,English,PG13,70000000,2010,6.3,2.35,10,Drama,1,0,0
train,1,261,92,55942830,Dracula Untold ,138582,423,English,PG13,70000000,2014,6.3,2.35,1,Action,5,0,0
train,1,120,116,40932372,The Siege ,58023,281,English,R,70000000,1998,6.3,2.35,6,Action,2,2,0
train,1,76,136,37901509,Seven Years in Tibet ,96385,119,English,PG13,70000000,1997,7,2.35,2,Adventure,5,1,0
train,1,185,111,48430355,The Dilemma ,43709,141,English,PG13,70000000,2011,5.3,2.35,12,Comedy,2,1,0
train,1,128,116,30157016,Bad Company ,39659,189,English,PG13,70000000,2002,5.6,2.35,10,Action,4,1,0
train,1,242,88,62321039,Underworld: Awakening ,117096,271,English,R,70000000,2012,6.4,2.35,1,Action,3,0,0
train,1,360,136,38509342,Rock of Ages ,61995,356,English,PG13,75000000,2012,5.9,2.35,6,Comedy,4,0,0
train,1,112,125,19076815,Hart's War ,43651,196,English,R,60000000,2002,6.3,2.35,3,Drama,2,1,0
train,1,151,98,18990542,Rollerball ,22264,289,English,R,70000000,2002,3,2.35,9,Action,3,0,0
train,1,92,91,14294842,Ballistic: Ecks vs. Sever ,16761,277,English,R,70000000,2002,3.6,2.35,1,Action,4,0,0
train,1,79,97,19819494,Hard Rain ,26893,126,English,R,70000000,1998,5.8,2.35,1,Action,4,1,0
train,1,81,95,13596911,Osmosis Jones ,25572,123,English,PG,70000000,2001,6.2,2.35,10,Action,7,0,0
train,1,261,133,7097125,Blackhat ,38983,207,English,R,70000000,2015,5.4,2.35,6,Action,5,1,1
train,1,197,106,37760080,Sky Captain and the World of Tomorrow ,72868,618,English,PG,70000000,2004,6.1,1.85,1,Action,5,1,0
train,1,286,115,25121291,Escape Plan ,177653,279,English,R,50000000,2013,6.7,2.35,4,Action,5,1,0
train,1,156,99,18821279,The Legend of Hercules ,44891,202,English,PG13,70000000,2014,4.2,2.35,14,Action,3,0,0
train,1,176,124,118471320,The Sum of All Fears ,86504,568,English,PG13,68000000,2002,6.4,2.35,1,Action,3,2,0
train,1,141,124,71069884,The Score ,101899,445,English,R,68000000,2001,6.8,2.35,7,Crime,3,1,1
train,1,304,87,251501645,Despicable Me ,385943,296,English,PG,69000000,2010,7.7,1.85,2,Animation,3,1,0
train,1,40,105,35324232,Money Train ,32224,62,English,R,68000000,1995,5.6,2.35,1,Action,5,0,0
train,1,280,125,81257500,Ted 2 ,117739,229,English,R,68000000,2015,6.4,2.35,3,Comedy,1,2,0
train,1,125,121,29655590,Mystery Men ,53970,435,English,PG13,65000000,1999,6,1.85,1,Action,4,0,0
train,1,237,111,45045037,Hall Pass ,103230,143,English,R,36000000,2011,5.9,2.35,10,Comedy,2,0,0
train,1,209,157,28965197,The Insider ,133526,521,English,R,68000000,1999,7.9,2.35,6,Biography,3,2,0
train,1,178,117,27550735,The Finest Hours ,27481,113,English,PG13,60221266.31159831,2016,6.8,2.35,4,Action,4,0,0
train,1,238,128,39380442,Body of Lies ,174248,263,English,R,70000000,2008,7.1,2.35,14,Action,3,1,1
train,1,190,114,72980108,Dinner for Schmucks ,80338,264,English,PG13,33163991.232896686,2010,5.9,1.85,7,Comedy,1,2,0
train,1,393,105,37516013,Abraham Lincoln: Vampire Hunter ,128629,348,English,R,69000000,2012,5.9,2.35,3,Action,3,0,0
train,1,138,113,87704396,Entrapment ,88132,274,English,PG13,66000000,1999,6.2,2.35,4,Action,4,0,0
train,1,142,121,83892374,The X Files ,85720,297,English,PG13,66000000,1998,7,2.35,3,Drama,4,1,0
train,1,219,169,216119491,Saving Private Ryan ,881236,2277,English,R,70000000,1998,8.6,1.85,24,Action,3,3,0
train,1,149,127,182805123,What Women Want ,158864,395,English,PG13,70000000,2000,6.4,1.37,5,Comedy,3,1,0
train,1,193,103,176387405,Ice Age ,328159,467,English,PG,59000000,2002,7.6,1.85,3,Adventure,4,1,0
train,1,175,136,33685268,Dreamcatcher ,75573,662,English,R,68000000,2003,5.5,2.35,5,Drama,4,1,0
train,1,313,136,171383253,The Matrix ,1217752,3646,English,R,63000000,1999,8.7,2.35,5,Action,2,1,0
train,1,159,140,172071312,Apollo 13 ,208817,296,English,PG,62000000,1995,7.6,2.35,12,Adventure,3,1,0
train,1,80,104,139225854,The Santa Clause 2 ,34561,116,English,G,60000000,2002,5.5,1.85,2,Comedy,3,0,0
train,1,488,158,148775460,Les Misérables ,243834,845,English,PG13,61000000,2012,7.6,1.85,1,Drama,3,2,1
train,1,153,119,115731542,You've Got Mail ,151812,556,English,PG,65000000,1998,6.5,1.85,2,Comedy,3,1,0
train,1,173,106,100468793,Step Brothers ,212499,277,English,R,65000000,2008,6.9,2.35,6,Comedy,1,2,0
train,1,156,136,93771072,The Mask of Zorro ,135404,318,English,PG13,65000000,1998,6.7,2.35,5,Action,6,1,0
train,1,307,95,100448498,Due Date ,272789,285,English,R,65000000,2010,6.6,2.35,7,Comedy,2,1,1
train,1,322,137,115603980,Unbroken ,103589,351,English,PG13,65000000,2014,7.2,2.35,3,Biography,4,0,0
train,0,169,130,90454043,Space Cowboys ,60165,326,English,PG13,65000000,2000,6.4,2.35,20,Action,3,1,0
train,1,74,124,84049211,Cliffhanger ,96096,172,English,R,70000000,1993,6.4,2.35,14,Action,3,1,0
train,1,72,108,70450000,Broken Arrow ,77390,189,English,R,50000000,1996,6,2.35,5,Action,3,1,0
train,1,86,104,69688384,The Kid ,34473,139,English,PG,60000000,2000,6.1,1.85,7,Comedy,3,1,0
train,1,242,129,70236496,World Trade Center ,67395,564,English,PG13,63000000,2006,6,1.85,10,Drama,3,2,0
train,1,141,117,63695760,Mona Lisa Smile ,61490,264,English,PG13,65000000,2003,6.4,1.85,5,Drama,1,2,0
train,1,313,99,59617068,The Dictator ,213863,310,English,R,65000000,2012,6.4,2.35,5,Comedy,2,0,0
train,1,176,118,85911262,Annie ,24735,213,English,PG,65000000,2014,5.2,2.39,3,Comedy,4,0,0
train,1,279,105,53846915,Focus ,149337,221,English,R,50100000,2015,6.6,1.85,2,Comedy,4,1,0
train,1,241,103,54758461,This Means War ,147641,238,English,PG13,65000000,2012,6.3,2.35,6,Action,3,0,1
train,1,185,122,52397389,Blade: Trinity ,132954,514,English,R,65000000,2004,5.9,2.35,2,Action,6,1,0
train,1,97,114,4848749.789820923,Red Dawn ,41776,383,English,PG13,16900000,1984,6.4,1.85,3,Action,3,0,0
train,1,94,121,33328051,The Long Kiss Goodnight ,60508,285,English,R,65000000,1996,6.7,2.35,14,Action,5,0,0
train,1,134,135,32598931,Proof of Life ,49300,265,English,R,65000000,2000,6.2,2.35,6,Action,3,0,0
train,1,136,101,28045540,Zathura: A Space Adventure ,67707,202,English,PG,65000000,2005,6.1,1.85,5,Action,6,2,0
train,1,315,151,37023395,Fight Club ,1347461,2968,English,R,63000000,1999,8.8,2.35,10,Drama,1,1,0
train,1,96,131,43532294,We Are Marshall ,46951,175,English,PG,65000000,2006,7.1,2.35,6,Drama,2,1,0
train,0,339,102,13750556,Sin City: A Dame to Kill For ,111102,239,English,R,65000000,2014,6.5,1.85,3,Action,3,2,1
train,1,96,133,31054924,Random Hearts ,17025,290,English,R,64000000,1999,5.1,1.85,4,Drama,3,2,0
train,1,194,94,213079163,Austin Powers in Goldmember ,162909,795,English,PG13,63000000,2002,6.2,2.35,7,Action,3,0,0
train,1,308,127,356784000,Jurassic Park ,613473,895,English,PG13,63000000,1993,8.1,1.85,24,Adventure,3,0,0
train,1,40,212,25052000,Wyatt Earp ,35314,145,English,PG13,63000000,1994,6.6,2.35,5,Adventure,5,2,0
train,1,42,141,122012710,Clear and Present Danger ,69663,133,English,PG13,62000000,1994,6.9,2.35,5,Action,4,1,0
train,1,78,98,58255287,Littleman ,39471,187,English,PG13,64000000,2006,4.3,1.85,4,Comedy,2,1,0
train,1,75,114,65000000,The American President ,43027,214,English,PG13,62000000,1995,6.8,2.35,11,Comedy,3,0,0
train,1,150,87,32178777,The Love Guru ,43300,250,English,PG13,62000000,2008,3.8,2.35,1,Comedy,3,0,0
train,1,113,125,15738632,3000 Miles to Graceland ,38076,399,English,R,42000000,2001,5.9,2.35,1,Action,4,1,0
train,1,596,187,54116191,The Hateful Eight ,272839,1018,English,R,44000000,2015,7.9,2.76,8,Crime,5,0,1
train,1,191,93,118153533,Blades of Glory ,129995,246,English,PG13,61000000,2007,6.3,1.85,2,Comedy,2,2,0
train,1,156,95,108012170,Hop ,24089,82,English,PG,63000000,2011,5.5,1.85,4,Adventure,5,1,0
train,1,460,117,210592590,300 ,607235,2073,English,R,65000000,2006,7.7,2.35,7,Action,4,1,0
train,1,141,106,279167575,Meet the Fockers ,211296,428,English,PG13,80000000,2004,6.3,1.85,7,Comedy,2,1,1
train,1,180,115,143151473,Marley & Me ,116681,320,English,PG,60000000,2008,7.1,2.35,4,Comedy,3,0,0
train,1,186,189,136801374,The Green Mile ,782610,1377,English,R,60000000,1999,8.5,1.85,4,Crime,4,1,0
train,1,177,100,168213584,Wild Hogs ,99989,255,English,PG13,49679573.467493914,2007,5.9,2.35,3,Action,3,0,0
train,1,161,81,135381507,Chicken Little ,63912,251,English,G,150000000,2005,5.8,1.85,3,Adventure,5,2,0
train,1,568,149,167735396,Gone Girl ,569841,1127,English,R,61000000,2014,8.1,2.35,10,Crime,4,0,0
train,1,249,119,121468960,The Bourne Identity ,407601,849,English,PG13,60000000,2002,7.9,2.35,7,Action,3,1,0
train,1,113,116,102678089,The General's Daughter ,42705,274,English,R,95000000,1999,6.3,2.35,8,Drama,3,0,0
train,1,213,103,125603360,The Truman Show ,667983,877,English,PG,60000000,1998,8.1,1.85,4,Comedy,3,0,0
train,1,120,99,101217900,The Prince of Egypt ,91093,353,English,PG,70000000,1998,7,1.85,1,Adventure,7,0,0
train,1,81,92,104148781,Daddy Day Care ,49486,116,English,PG,60000000,2003,5.5,1.85,4,Comedy,2,1,0
train,1,265,109,75573300,2 Guns ,156898,172,English,R,61000000,2013,6.7,2.35,2,Action,5,1,0
train,1,105,87,93375151,Cats & Dogs ,46031,235,English,PG,60000000,2001,5.2,1.85,2,Action,4,0,0
train,1,155,111,106126012,The Italian Job ,285623,497,English,PG13,60000000,2003,7,2.35,7,Action,3,2,1
train,1,131,83,90646554,Antz ,124641,289,English,PG,105000000,1998,6.6,1.85,5,Adventure,4,2,0
train,1,166,113,109176215,Couples Retreat ,83506,144,English,PG13,60000000,2009,5.5,1.85,1,Comedy,1,1,0
train,1,77,94,82569532,Cheaper by the Dozen 2 ,42737,128,English,PG,60000000,2005,5.4,2.35,6,Adventure,3,0,0
train,1,213,140,80574010,Eat Pray Love ,63493,302,English,PG13,60000000,2010,5.7,1.85,2,Drama,2,2,0
train,1,315,111,90356857,RED ,238916,328,English,PG13,58000000,2010,7.1,2.35,6,Action,4,2,0
train,1,171,156,75530832,Any Given Sunday ,97047,452,English,R,55000000,1999,6.8,2.35,10,Drama,2,2,0
train,1,96,170,75370763,The Horse Whisperer ,32353,263,English,PG13,60000000,1998,6.5,1.85,5,Drama,3,1,1
train,1,299,120,100003492,Collateral ,293662,836,English,R,65000000,2004,7.6,2.35,6,Crime,3,2,0
train,1,167,100,90341670,The Scorpion King ,102129,432,English,PG13,60000000,2002,5.5,2.35,5,Action,4,1,0
train,1,125,115,74540762,Ladder 49 ,48753,323,English,PG13,55000000,2004,6.5,1.85,3,Action,3,1,0
train,1,387,130,80033643,Jack Reacher ,226570,448,English,PG13,60000000,2012,7,2.35,2,Action,4,2,0
train,1,199,105,73648142,Deep Blue Sea ,99043,643,English,R,60000000,1999,5.8,2.35,14,Action,3,1,0
train,1,136,111,71844424,This Is It ,33158,223,English,PG,60000000,2009,7.3,1.78,5,Documentary,2,0,0
train,1,436,106,75638743,Contagion ,180479,411,English,PG13,60000000,2011,6.6,1.85,14,Drama,2,1,0
train,1,73,89,66734992,Kangaroo Jack ,23476,181,English,PG,60000000,2003,4.4,2.35,2,Action,4,0,0
train,0,310,100,75280058,Coraline ,143121,279,English,PG,60000000,2009,7.7,1.85,2,Animation,3,0,0
train,1,323,91,64505912,The Happening ,163130,1264,English,R,48000000,2008,5,1.85,9,Sci-Fi,2,1,0
train,1,171,146,77862546,Man on Fire ,266310,690,English,R,70000000,2004,7.7,2.35,10,Action,4,1,0
train,1,76,98,61112916,The Shaggy Dog ,14888,83,English,PG,50000000,2006,4.4,2.35,6,Comedy,3,1,1
train,1,173,101,88200225,Starsky & Hutch ,120795,308,English,PG13,60000000,2004,6.1,2.35,7,Comedy,2,0,0
train,1,81,94,60573641,Jingle All the Way ,68406,162,English,PG,60000000,1996,5.4,1.85,5,Comedy,2,0,0
train,1,242,132,59035104,Hellboy ,244566,597,English,PG13,66000000,2004,6.8,1.85,4,Action,4,0,0
train,1,110,115,56702901,A Civil Action ,23302,181,English,PG13,60000000,1998,6.5,2.35,1,Drama,1,1,0
train,1,328,92,55994557,ParaNorman ,72287,176,English,PG,60000000,2012,7,2.35,1,Adventure,5,1,0
train,1,83,124,54910560,The Jackal ,88225,227,English,R,60000000,1997,6.3,2.35,3,Action,4,2,1
train,1,196,119,53789313,Paycheck ,89816,347,English,PG13,60000000,2003,6.3,2.35,5,Action,4,0,0
train,1,81,98,50189179,The Tuxedo ,61966,207,English,PG13,60000000,2002,5.3,1.85,1,Action,3,0,0
train,1,47,92,50024083,Under Siege 2: Dark Territory ,35918,126,English,R,60000000,1995,5.4,1.85,1,Action,2,0,0
train,1,313,105,50549107,Jack Ryan: Shadow Recruit ,99035,289,English,PG13,60000000,2014,6.2,2.35,3,Action,3,0,0
train,1,315,124,56443482,Joy ,75329,256,English,PG13,60000000,2015,6.6,1.85,8,Biography,3,3,2
train,1,223,116,47748610,Alien: Resurrection ,170179,656,English,R,75000000,1997,6.3,2.35,1,Action,3,0,0
train,1,198,124,46975183,Shooter ,256213,338,English,R,61000000,2007,7.2,2.35,8,Action,5,0,0
train,1,92,104,46611204,Practical Magic ,55749,257,English,PG13,48000000,1998,6.1,2.35,1,Comedy,4,0,0
train,1,111,115,48472213,Miss Congeniality 2: Armed and Fabulous ,51252,156,English,PG13,45000000,2005,5,2.35,3,Action,3,0,0
train,1,138,101,43060566,Reign of Fire ,107859,569,English,PG13,60000000,2002,6.2,2.35,3,Action,5,3,1
train,1,415,113,45996718,Gangster Squad ,173530,264,English,R,60000000,2013,6.7,2.35,2,Action,4,1,1
train,1,170,100,43337279,Year One ,76770,203,English,PG13,60000000,2009,4.9,1.85,8,Adventure,2,2,0
train,1,306,134,37479778,Invictus ,124222,259,English,PG13,60000000,2009,7.4,2.35,20,Biography,4,2,0
train,1,252,127,36965395,State of Play ,113295,235,English,PG13,37851291.12615281,2009,7.1,2.35,1,Crime,4,1,0
train,1,211,125,40559930,Duplicity ,41727,184,English,PG13,60000000,2009,6.2,2.35,3,Comedy,4,2,0
train,1,49,94,36830057,My Favorite Martian ,10883,73,English,PG,65000000,1999,4.9,1.85,8,Comedy,3,0,0
train,1,161,107,36279230,The Sentinel ,42144,213,English,PG13,60000000,2006,6.1,2.35,2,Action,3,0,0
train,1,172,116,43119879,Star Trek: Nemesis ,58450,842,English,PG13,60000000,2002,6.4,2.35,2,Action,4,0,1
train,1,161,100,35096190,Intolerable Cruelty ,76560,322,English,PG13,60000000,2003,6.3,1.85,2,Comedy,3,0,0
train,1,239,111,35754555,Trouble with the Curve ,47954,150,English,PG13,27401473.867449958,2012,6.8,2.35,1,Drama,2,1,0
train,1,105,96,32122249,Analyze That ,69319,138,English,R,60000000,2002,5.9,1.85,8,Comedy,2,1,1
train,1,198,101,40076438,Righteous Kill ,73368,248,English,R,60000000,2008,6,2.35,3,Action,5,2,1
train,1,125,126,30695227,The Legend of Bagger Vance ,45296,267,English,PG13,60000000,2000,6.7,1.85,5,Drama,3,3,0
train,1,149,152,32522352,Almost Famous ,207287,822,English,R,60000000,2000,7.9,1.85,6,Adventure,4,2,1
train,1,77,101,26082914,xXx: State of the Union ,51349,213,English,PG13,87000000,2005,4.3,2.35,3,Action,4,0,0
train,1,225,87,29136626,Priest ,97089,233,English,PG13,60000000,2011,5.7,2.35,2,Action,5,0,0
train,1,98,85,26288320,Sinbad: Legend of the Seven Seas ,36144,91,English,PG,60000000,2003,6.7,1.66,1,Adventure,7,1,0
train,1,117,104,30063805,Dragonfly ,31788,243,English,PG13,60000000,2002,6.1,2.35,7,Drama,5,0,0
train,1,100,91,14218868,Supernova ,14596,282,English,PG13,65000000,2000,4.8,2.35,4,Horror,3,0,0
train,1,189,118,22451,Winter's Tale ,41288,126,English,PG13,60000000,2014,6.2,2.35,1,Drama,4,1,1
train,1,212,130,31165421,The Mortal Instruments: City of Bones ,107028,457,English,PG13,60000000,2013,6,2.35,2,Fantasy,4,0,0
train,1,127,90,11802056,Meet Dave ,31640,109,English,PG,60000000,2008,4.9,1.85,6,Adventure,5,0,0
train,1,115,122,22362500,Edtv ,35599,195,English,PG13,55000000,1999,6.1,1.85,12,Comedy,2,1,0
train,1,223,103,19781879,The Spirit ,53864,290,English,PG13,60000000,2008,4.8,2.35,3,Action,4,1,1
train,1,54,127,4426297,Beyond Borders ,22570,156,English,R,35000000,2003,6.5,2.35,5,Adventure,4,1,0
train,0,81,132,10166502,The Great Raid ,18209,183,Other,R,80000000,2005,6.7,2.35,4,Action,3,1,0
train,1,579,108,363024263,Deadpool ,479047,1058,English,R,58000000,2016,8.1,2.35,1,Action,5,1,0
train,1,56,114,12065985,Holy Man ,16260,88,English,PG,60000000,1998,4.9,2.35,8,Comedy,2,1,0
train,1,490,133,350123553,American Sniper ,325264,916,English,R,58800000,2014,7.3,2.35,20,Action,6,1,0
train,1,218,103,80021740,Goosebumps ,47968,154,English,PG,58000000,2015,6.4,2.35,3,Adventure,5,0,0
train,1,142,95,48291624,Just Like Heaven ,82819,263,English,PG13,58000000,2005,6.7,1.85,6,Comedy,3,0,0
train,1,57,90,35231365,The Flintstones in Viva Rock Vegas ,15517,85,English,PG,60000000,2000,3.6,1.85,5,Comedy,4,0,0
train,1,84,87,53715611,Rambo III ,92106,171,English,R,63000000,1988,5.7,2.35,1,Action,4,1,0
train,1,186,114,31199215,Leatherheads ,27664,120,English,PG13,58000000,2008,6,1.85,5,Comedy,4,0,0
train,1,53,119,43488674.95660491,The Ridiculous 6 ,27019,143,English,TV,28861155.458529163,2015,4.9,2.35,7,Comedy,2,2,0
train,1,133,103,29580087,Did You Hear About the Morgans? ,29523,121,English,PG13,58000000,2009,4.7,2.35,3,Comedy,3,0,0
train,1,144,125,49875589,Red Tails ,28807,273,English,PG13,58000000,2012,5.9,2.35,1,Action,5,0,0
train,1,117,136,60984028,The Devil's Advocate ,259519,431,English,R,57000000,1997,7.5,2.35,6,Drama,3,3,0
train,1,157,116,36931089,That's My Boy ,70681,198,English,R,70000000,2012,5.6,2.35,4,Comedy,1,1,0
train,1,60,103,51317350,DragonHeart ,78343,139,English,PG13,57000000,1996,6.4,2.35,9,Action,3,1,0
train,1,117,97,28328132,After the Sunset ,38298,147,English,PG13,58000000,2004,6.3,2.35,7,Action,4,2,0
train,1,287,96,51774002,Ghost Rider: Spirit of Vengeance ,87745,331,English,PG13,57000000,2011,4.3,2.35,5,Action,3,1,0
train,1,117,86,45860039,Walking Tall ,53118,221,English,PG13,56000000,2004,6.2,2.35,2,Action,2,1,0
train,0,149,142,329691196,Forrest Gump ,1251222,1398,English,PG13,55000000,1994,8.8,2.35,13,Comedy,2,1,0
train,1,131,92,217326336,Alvin and the Chipmunks ,57276,146,English,PG,60000000,2007,5.2,1.85,4,Animation,5,0,0
train,1,150,108,166225040,Meet the Parents ,260442,507,English,PG13,55000000,2000,7,1.85,7,Comedy,1,1,1
train,1,92,84,141600000,Pocahontas ,119675,216,English,G,55000000,1995,6.6,1.78,1,Adventure,7,1,1
train,1,169,188,134218018,Superman ,126357,497,English,PG,55000000,1978,7.3,2.35,8,Action,5,0,0
train,1,171,118,177575142,Hitch ,244840,372,English,PG13,70000000,2005,6.6,2.35,6,Comedy,2,2,0
train,1,53,92,105263257,George of the Jungle ,56168,103,English,PG,55000000,1997,5.4,1.85,4,Action,5,1,0
train,1,153,74,104354205,American Wedding ,162331,332,English,R,55000000,2003,6.3,2.35,3,Comedy,2,1,0
train,1,491,134,107100855,Captain Phillips ,323353,527,English,PG13,55000000,2013,7.9,2.35,4,Biography,3,1,0
train,1,247,101,98711404,Date Night ,127571,207,English,PG13,55000000,2010,6.3,2.35,11,Comedy,4,2,0
train,1,26,100,100328194,Casper ,85903,92,English,PG,50000000,1995,6,1.85,3,Comedy,3,0,0
train,1,292,132,101530738,The Equalizer ,229574,436,English,R,55000000,2014,7.2,2.35,8,Action,3,2,0
train,1,114,105,93815117,Maid in Manhattan ,68417,242,English,PG13,55000000,2002,5.1,2.35,4,Comedy,3,0,0
train,1,82,123,91400000,Crimson Tide ,81026,194,English,R,53000000,1995,7.3,2.35,10,Action,4,2,0
train,1,201,117,162586036,The Pursuit of Happyness ,338383,611,English,PG13,55000000,2006,8,2.35,3,Biography,2,1,0
train,1,231,98,89706988,Flightplan ,126746,600,English,PG13,55000000,2005,6.2,2.35,6,Drama,3,0,0
train,1,55,128,83000000,Disclosure ,36587,95,English,R,55000000,1994,6,2.35,13,Drama,2,1,0
train,0,354,111,70098138,Kill Bill: Vol. 1 ,735784,2105,English,R,30000000,2003,8.1,2.35,8,Action,1,1,0
train,1,140,85,66365290,Bowfinger ,56874,358,English,PG13,55000000,1999,6.4,1.37,7,Comedy,1,1,1
train,0,304,137,66207920,Kill Bill: Vol. 2 ,512749,935,English,R,30000000,2004,8,2.35,8,Action,4,1,0
train,1,45,97,63408614,Tango & Cash ,75365,149,English,R,55000000,1989,6.3,2.35,1,Action,4,1,0
train,1,49,104,58422650,Death Becomes Her ,78974,173,English,PG13,55000000,1992,6.4,1.85,13,Comedy,3,2,0
train,1,146,110,56932305,Shanghai Noon ,96690,293,English,PG13,55000000,2000,6.6,2.35,3,Action,4,0,0
train,1,60,133,68750000,Executive Decision ,40858,144,English,R,55000000,1996,6.4,2.35,2,Action,3,1,0
train,1,189,94,68218041,Mr. Popper's Penguins ,67191,108,English,PG,55000000,2011,6,1.85,6,Comedy,3,0,0
train,1,206,104,25040293,The Forbidden Kingdom ,88049,279,English,PG13,55000000,2008,6.6,2.35,4,Action,3,0,0
train,1,118,91,55747724,Free Birds ,18042,73,English,PG,55000000,2013,5.9,1.85,2,Adventure,4,1,0
train,1,210,145,55473600,Alien 3 ,207686,776,English,R,50000000,1992,6.4,2.35,10,Action,3,0,0
train,1,76,135,49994804,Evita ,29205,194,English,PG,55000000,1996,6.3,2.35,3,Biography,4,0,0
train,1,62,110,38553833,The Ghost and the Darkness ,46239,155,English,R,55000000,1996,6.8,2.35,5,Adventure,4,1,0
train,1,265,102,34350553,The Watch ,104066,207,English,R,68000000,2012,5.7,2.35,2,Action,3,0,0
train,1,135,94,34238611,The Hunted ,35830,321,English,R,55000000,2003,6,1.85,6,Action,4,0,0
train,1,100,126,34098563,Instinct ,27191,232,English,R,55000000,1999,6.5,2.35,7,Drama,2,1,0
train,1,123,118,33828318,Stuck on You ,44453,154,English,PG13,55000000,2003,5.8,2.35,10,Comedy,1,1,0
train,1,164,99,33472850,Semi-Pro ,67005,119,English,R,55000000,2008,5.8,2.35,1,Comedy,2,1,0
train,1,264,141,35707327,Changeling ,199056,387,English,R,55000000,2008,7.8,2.35,20,Crime,4,1,0
train,1,47,107,20550712,Chain Reaction ,40346,95,English,PG13,50000000,1996,5.6,1.85,4,Action,4,2,0
train,1,50,116,18573791,The Fan ,38533,89,English,R,55000000,1996,5.8,2.35,10,Action,4,1,1
train,1,178,93,25857987,Æon Flux ,110614,532,English,PG13,62000000,2005,5.5,2.35,2,Action,2,1,0
train,1,84,280,12870569,Gods and Generals ,13215,497,English,PG13,56000000,2003,6.3,2.35,2,Drama,3,0,0
train,1,44,100,11466088,Turbulence ,8983,84,English,R,71000000,1997,4.7,2.35,1,Action,2,0,0
train,1,93,107,16088610,Imagine That ,10417,39,English,PG,55000000,2009,5.6,2.35,1,Comedy,4,1,0
train,1,197,119,39440655,Burlesque ,61680,222,English,PG13,55000000,2010,6.4,2.35,1,Drama,4,0,0
train,1,66,96,38680292.933978416,Eye See You ,19706,142,English,R,55000000,2002,5.3,2.35,2,Crime,4,1,0
train,1,224,117,81645152,Blade II ,158267,559,English,R,54000000,2002,6.7,1.85,4,Action,4,0,0
train,1,202,123,69951824,Seven Pounds ,232710,599,English,PG13,55000000,2008,7.7,2.35,3,Drama,2,2,0
train,1,279,92,9483821,Bullet to the Head ,39247,131,English,R,55000000,2012,5.7,1.85,4,Action,2,1,0
train,1,110,170,66676062,The Godfather: Part III ,267980,545,English,R,54000000,1990,7.6,1.85,11,Crime,2,1,0
train,1,190,123,26838389,Elizabethtown ,58658,495,English,PG13,57000000,2005,6.4,1.85,6,Comedy,3,2,0
train,1,136,110,75604320,"You, Me and Dupree ",68417,195,English,PG13,54000000,2006,5.6,1.85,4,Comedy,2,0,0
train,1,121,116,108200000,Superman II ,76331,269,English,PG,54000000,1980,6.8,2.35,3,Action,4,0,0
train,1,131,121,5660084,Gigli ,41620,418,English,R,54000000,2003,2.4,2.35,4,Comedy,3,0,0
train,1,78,94,58297830,Anastasia ,86347,191,English,G,50000000,1997,7.1,2.35,3,Adventure,8,1,0
train,0,209,127,57386369,Moulin Rouge! ,224013,2319,English,PG13,52500000,2001,7.6,2.35,2,Drama,3,0,0
train,1,98,89,45207112,Domestic Disturbance ,21283,190,English,PG13,53000000,2001,5.5,2.35,4,Crime,3,1,0
train,1,391,123,62563543,Black Mass ,115216,289,English,R,53000000,2015,7,2.35,3,Biography,3,2,2
train,1,216,118,73343413,Law Abiding Citizen ,217480,429,English,R,50000000,2009,7.4,2.35,7,Crime,3,1,0
train,1,250,189,25031037,Grindhouse ,155496,532,English,R,53000000,2007,7.6,2.35,12,Action,3,1,0
train,1,78,172,22843047,Beloved ,6082,207,English,R,55000000,1998,5.9,1.85,5,Drama,3,0,0
train,1,194,141,164435221,Catch Me If You Can ,525801,667,English,PG13,52000000,2002,8,1.85,24,Biography,3,3,1
train,1,558,157,95720716,Zero Dark Thirty ,216032,640,English,R,40000000,2012,7.4,1.85,2,Drama,3,0,0
train,1,183,106,118683135,The Break-Up ,102167,483,English,PG13,52000000,2006,5.8,1.85,4,Comedy,3,1,0
train,1,238,108,143704210,Mamma Mia! ,145974,611,English,PG13,52000000,2008,6.3,2.35,1,Comedy,4,1,0
train,1,144,107,80270227,The Dukes of Hazzard ,66382,612,English,PG13,50000000,2005,5.1,2.35,4,Action,3,0,0
train,1,156,215,36385763,The Thin Red Line ,138941,1448,English,R,52000000,1998,7.6,2.35,4,Drama,2,0,0
train,1,215,118,37035845,The Change-Up ,136680,149,English,R,52000000,2011,6.4,2.35,3,Comedy,2,2,0
train,1,127,104,23020488,Bulletproof Monk ,42324,180,English,PG13,52000000,2003,5.5,2.35,1,Action,3,0,0
train,1,155,116,90567722,"Me, Myself & Irene ",185878,481,English,R,51000000,2000,6.5,1.85,10,Comedy,1,0,0
train,1,71,93,35092918,Deck the Halls ,15740,110,English,PG,13472009.60546288,2006,4.9,1.85,5,Comedy,2,1,0
train,1,299,130,296623634,The Twilight Saga: New Moon ,220758,919,English,PG13,50000000,2009,4.6,2.35,4,Adventure,4,1,1
train,1,212,90,267652016,Shrek ,467113,945,English,PG,60000000,2001,7.9,1.85,4,Adventure,5,0,0
