color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,Id,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,aspect_ratio,movie_facebook_likes
Color,Mathieu Kassovitz,207,98,326,416,Charles S. Dutton,21000,59588068,Horror|Mystery|Thriller,Robert Downey Jr.,Gothika ,89557,22318,Bernard Hill,1,memory|murder|patient|psychiatrist|the devil,376,English,USA,R,40000000,2003,534,1.85,0
Color,Steven Spielberg,77,155,14000,11000,Morgan Freeman,12000,44175394,Drama|History,Anthony Hopkins,Amistad ,56509,37570,Matthew McConaughey,2,courtroom|mutiny|ship|slave ship|slave trade,227,English,USA,R,36000000,1997,11000,1.85,0
Color,Anne Fletcher,147,95,98,78,Tom Virtue,405,37101011,Comedy|Drama,Miriam Margolyes,The Guilt Trip ,30394,1070,Julene Renee,1,cross country|love|mother son relationship|on the road|trip,103,English,USA,PG-13,40000000,2012,358,2.35,0
Color,Wes Craven,420,111,0,687,Aimee Teegarden,2000,38176892,Horror|Mystery,Alison Brie,Scream 4 ,104119,4486,Shenae Grimes-Beech,0,author|book|deputy|murder|sheriff,518,English,USA,R,40000000,2011,741,2.35,26000
Color,Mimi Leder,157,123,75,754,Haley Joel Osment,18000,33508922,Drama,Kevin Spacey,Pay It Forward ,95860,23920,Angie Dickinson,2,alcoholism|boy|good deed|protective male|teacher,660,English,USA,PG-13,40000000,2000,3000,1.85,16000
Color,Seth MacFarlane,303,136,3000,3000,Charlize Theron,14000,42615685,Comedy|Western,Liam Neeson,A Million Ways to Die in the West ,136093,28927,Seth MacFarlane,3,dancing sheep|fetish|musical scene|racial humor|snake poison,416,English,USA,R,40000000,2014,9000,2.35,24000
Color,Roger Michell,212,107,50,58,Patti D'Arbanville,293,30993544,Comedy|Drama|Romance,Noah Bean,Morning Glory ,58871,621,Vanessa Aspillaga,0,job offer|roller coaster|slow motion action scene|slow motion sequence|television,156,English,USA,PG-13,40000000,2010,117,2.35,0
Color,John Carpenter,40,99,0,402,Michael McKean,782,14358033,Comedy|Romance|Sci-Fi|Thriller,Richard Epcar,Memoirs of an Invisible Man ,17365,2125,Patricia Heaton,2,accident|bar|chase|cia|laboratory,66,English,USA,PG-13,40000000,1992,658,2.35,630
Color,Malcolm D. Lee,88,100,92,706,Sean Hayes,1000,12081447,Comedy|Drama|Music,Bernie Mac,Soul Men ,7794,4103,Mike Epps,2,band|masturbation|reunion|singer|tribute,25,English,USA,R,NA,2008,760,2.35,866
Color,Robert Luketic,174,96,126,954,John Michael Higgins,18000,88915214,Comedy|Romance,Gerard Butler,The Ugly Truth ,163665,22436,Eric Winter,2,call in|chick flick|date|hot air balloon|show producer,169,English,USA,R,38000000,2009,957,2.35,9000
Color,Jonathan Lynn,23,93,36,275,Phil Hartman,592,30400000,Comedy,Austin Pendleton,Sgt. Bilko ,17810,2176,Max Casella,2,greenland|military|revenge|soldier|u.s. soldier,73,English,USA,PG,39000000,1996,516,2.35,478
Black and White,Gary Fleder,86,130,39,534,Nicole Beharie,2000,9589875,Biography|Drama|Sport,Dennis Quaid,The Express ,16673,5162,Charles S. Dutton,0,african american|coach|football movie|nonlinear timeline|syracuse university,45,English,USA,PG,40000000,2008,898,2.35,0
Color,Kirk Jones,170,110,52,651,Dennis Quaid,10000,41102171,Comedy|Drama|Romance,Anna Kendrick,What to Expect When You're Expecting ,57266,13396,Thomas Lennon,12,baby|expecting twins|hawaiian shirt|photographer|pregnancy,89,English,USA,PG-13,40000000,2012,2000,2.35,14000
Color,Kevin Smith,203,107,0,574,Tracy Morgan,13000,44867349,Action|Comedy|Crime,Bruce Willis,Cop Out ,75347,14483,Kevin Pollak,2,baseball card|detective|partner|thief|wedding,176,English,USA,R,37000000,2010,642,2.35,0
Color,Steve Pink,265,101,38,318,Collette Wolfe,496,50213619,Comedy|Sci-Fi,Charlie McDermott,Hot Tub Time Machine ,139184,1272,Crystal Lowe,8,cheating wife|drug reference|maintenance man|male vomiting|promiscuous woman,243,English,USA,R,36000000,2010,390,1.85,12000
Color,Cameron Crowe,138,105,488,13000,Bradley Cooper,15000,20991497,Comedy|Drama|Romance,Emma Stone,Aloha ,39778,44037,Bill Murray,1,box office flop|critically bashed|hawaii|one word title|written by director,172,English,USA,PG-13,37000000,2015,14000,1.85,11000
Color,Rob Reiner,31,130,0,723,Virginia Madsen,2000,13052741,Drama|History,Alexa PenaVega,Ghosts of Mississippi ,8531,3968,Craig T. Nelson,0,activist|assassin|civil rights|trial|widow,57,English,USA,PG-13,36000000,1996,912,1.85,591
Color,Wes Craven,256,101,0,574,Lin Shaye,40000,26505000,Horror,Johnny Depp,A Nightmare on Elm Street ,149285,42918,Amanda Wyss,1,freddy krueger|lucid dream|serial killer|slasher|sleep deprivation,668,English,USA,X,1800000,1984,852,1.85,10000
Color,Michael Tollin,74,109,19,568,Riley Smith,1000,52277485,Biography|Drama|Sport,Alfre Woodard,Radio ,32370,4231,Debra Winger,1,coach|football|football coach|high school|radio,196,English,USA,PG,35000000,2003,762,1.85,0
Color,Gary David Goldberg,120,98,30,664,Victor Webster,944,43894863,Comedy|Romance,Stockard Channing,Must Love Dogs ,25883,4879,Elizabeth Perkins,2,date|dating|dog|love|teacher,262,English,USA,PG-13,30000000,2005,940,2.35,0
Color,Michael Ritchie,40,102,23,57,Vic Morrow,288,NA,Comedy|Drama|Family|Sport,Tatum O'Neal,The Bad News Bears ,16323,677,Joyce Van Patten,1,baseball|california|coach|little league|swimming pool,91,English,USA,PG,NA,1976,257,1.85,0
Color,Anne Fletcher,155,87,98,253,Richard T. Jones,472,34507079,Action|Comedy|Crime,Jim Gaffigan,Hot Pursuit ,34948,1679,Michael Mosley,2,danger|drug cartel|female cop|female police officer|fugitive,118,English,USA,PG-13,35000000,2015,328,2.35,0
Color,Robert Redford,227,92,0,10000,Tom Cruise,11000,14998070,Drama|Thriller|War,Meryl Streep,Lions for Lambs ,41170,32875,Andrew Garfield,3,afghanistan|professor|reporter|student|university,298,English,USA,R,35000000,2007,10000,2.35,0
Color,Rupert Wainwright,131,103,9,573,Enrico Colantoni,826,50041732,Horror,Nia Long,Stigmata ,54390,3004,Portia de Rossi,0,catholic|priest|stigmata|vatican|wound,398,English,USA,R,29000000,1999,724,2.35,0
Color,Mark Dindal,18,75,10,826,Frank Welker,3000,3562749,Animation|Comedy|Family|Fantasy|Musical,George Kennedy,Cats Don't Dance ,5600,7394,Hal Holbrook,0,animal|cat|child star|hollywood|star,49,English,USA,G,32000000,1997,2000,1.33,643
Black and White,Steven Soderbergh,183,105,0,308,Beau Bridges,845,1304837,Drama|Mystery|Thriller,Tony Curran,The Good German ,21481,2355,Leland Orser,2,american|driver|journalist|russian|secret,175,English,USA,R,32000000,2006,552,1.66,559
Color,Nanette Burstein,167,102,8,472,Kelli Garner,839,17797316,Comedy|Romance,Rob Riggle,Going the Distance ,50523,2961,Jim Gaffigan,0,bar|job|long distance relationship|male pubic hair|pubic hair,113,English,USA,R,32000000,2010,730,2.35,0
Color,John Francis Daley,204,99,0,816,Norman Reedus,26000,58879132,Adventure|Comedy,Chris Hemsworth,Vacation ,66123,40312,Beverly D'Angelo,4,amusement park|dysfunctional family|road trip|sequel|vacation,219,English,USA,R,31000000,2015,12000,2.35,28000
Color,Barry Sonnenfeld,55,99,188,436,Raul Julia,1000,113502246,Comedy|Fantasy,Anjelica Huston,The Addams Family ,96607,3696,Carel Struycken,0,accountant|loan shark|macabre|uncle|uncle fester,125,English,USA,PG-13,38000000,1991,1000,1.85,5000
Color,James Gartner,95,118,0,543,Austin Nichols,696,42643187,Biography|Drama|Sport,Mehcad Brooks,Glory Road ,34910,2577,Derek Luke,1,coach|college basketball|national championship|ncaa|texas,145,English,USA,PG,NA,2006,663,2.35,0
Color,Denis Villeneuve,478,121,777,219,Bernardo Saracino,455,46875468,Action|Crime|Drama|Mystery|Thriller,Edgar Arreola,Sicario ,196217,1467,Daniel Kaluuya,2,critically acclaimed|drug cartel|juarez mexico|u.s. mexico border|war on drugs,461,English,USA,R,30000000,2015,221,2.39,59000
Color,Lee Toland Krieger,214,112,43,1000,Michiel Huisman,11000,42478175,Drama|Fantasy|Romance,Harrison Ford,The Age of Adaline ,93767,15327,Ellen Burstyn,1,hit by a pickup truck|immortality|paramedic|resuscitation|san francisco california,209,English,USA,PG-13,25000000,2015,2000,2.35,34000
Color,Frank Oz,63,102,0,413,Jim Belushi,13000,38747385,Comedy|Horror|Musical|Sci-Fi,Bill Murray,Little Shop of Horrors ,49349,15308,Tisha Campbell-Martin,2,eclipse|florist|nerd|plant|shop,165,English,USA,PG-13,25000000,1986,854,1.85,0
Color,Joe Wright,417,111,456,21,Vicky Krieps,157,40247512,Action|Drama|Thriller,Jessica Barden,Hanna ,159198,257,John Macmillan,0,assassin|female warrior|martial arts|playground|training,438,English,USA,PG-13,30000000,2011,33,2.35,38000
Color,Sam Weisman,64,94,39,506,Larry Miller,1000,32095318,Comedy|Crime,Bernie Mac,What's the Worst That Could Happen? ,12466,3664,Richard Schiff,0,businessman|ring|thief|vulgarity|washington d.c.,84,English,USA,PG-13,45000000,2001,611,1.85,304
Color,Brett Leonard,44,106,32,650,Costas Mandylor,18000,24048000,Action|Crime|Sci-Fi|Thriller,Denzel Washington,Virtuosity ,23579,20772,Traci Lords,1,android|ex cop|serial killer|virtual character come to life|virtual reality,88,English,USA,R,30000000,1995,723,2.35,0
Color,Edward Zwick,219,112,380,2000,Anne Hathaway,15000,32357532,Comedy|Drama|Romance,Jake Gyllenhaal,Love & Other Drugs ,143368,31278,Judy Greer,0,female nudity|male objectification|pfizer|viagra|zoloft,215,English,USA,R,30000000,2010,11000,1.85,24000
Color,Jon Avnet,158,108,50,494,Alicia Witt,14000,16930884,Crime|Drama|Mystery|Thriller,Al Pacino,88 Minutes ,65628,16722,Deborah Kara Unger,1,death|fbi|forensics|murder|serial killer,262,English,USA,R,30000000,2007,975,2.35,0
Black and White,Lawrence Kasdan,65,112,759,933,Alfre Woodard,11000,4554569,Comedy|Drama,Zooey Deschanel,Mumford ,8134,17873,Mary McDonnell,4,college|drugs|patient|psychologist|secret,123,English,USA,R,28000000,1999,1000,2.35,209
Color,F. Gary Gray,349,167,473,303,Neil Brown Jr.,559,161029270,Biography|Crime|Drama|History|Music,Aldis Hodge,Straight Outta Compton ,119928,2702,R. Marcos Taylor,0,concert|gangsta rap|hip hop|nwa|rap music,331,English,USA,R,28000000,2015,427,2.35,76000
Color,Ridley Scott,302,117,0,521,Sean Young,11000,27000000,Sci-Fi|Thriller,Harrison Ford,Blade Runner ,461609,13877,M. Emmet Walsh,2,artificial intelligence|human android relationship|megacorporation|police detective|tech noir,1168,English,USA,R,28000000,1982,759,2.35,34000
Color,McG,211,123,368,114,Richard Sammel,933,30688364,Action|Drama|Thriller,Connie Nielsen,3 Days to Kill ,69355,1286,Tómas Lemarquis,0,cancer|estranged wife|leather dress|spy|terrorist,211,English,USA,PG-13,28000000,2014,194,2.35,10000
Color,Philip Kaufman,80,193,133,820,Scott Glenn,2000,21500000,Adventure|Drama|History,Dennis Quaid,The Right Stuff ,45271,6341,Sam Shepard,0,astronaut|sound barrier|space program|u.s. air force|u.s. space program,170,English,USA,PG,27000000,1983,826,1.85,0
Color,John Madden,134,123,108,239,Martin Clunes,1000,100241322,Comedy|Drama|Romance,Tom Wilkinson,Shakespeare in Love ,175524,1690,Simon Callow,0,actor|audition|muse|playwright|theater,752,English,USA,R,25000000,1998,264,2.35,0
Color,Kevin Costner,153,139,0,648,Michael Jeter,3000,58328680,Drama|Romance|Western,Robert Duvall,Open Range ,54096,5458,Julian Richings,0,boss|cattle|cowboy|rancher|violence,494,English,USA,R,22000000,2003,693,2.35,0
Color,Michael Bay,335,129,0,385,Larry Hankin,12000,49874933,Comedy|Crime|Drama,Dwayne Johnson,Pain & Gain ,161168,13573,Michael Rispoli,4,american dream|bodybuilder|money|punch into the camera|reference to julia roberts,287,English,USA,R,26000000,2013,412,2.35,43000
Color,Mel Gibson,406,120,0,113,Maia Morgenstern,260,499263,Drama,Christo Jivkov,The Passion of the Christ ,179235,705,Hristo Shopov,0,anti semitism|cult film|grindhouse|suffering|torture,2814,Aramaic,USA,R,30000000,2004,252,2.35,13000
Color,Michael Hoffman,85,118,97,437,Gerald McRaney,775,26761283,Drama|Romance,Luke Bracey,The Best of Me ,43084,3197,Clarke Peters,0,adultery|based on novel|heart transplant|infidelity|protective male,99,English,USA,PG-13,26000000,2014,523,2.35,19000
Color,Harald Zwart,79,102,91,434,Frankie Muniz,1000,47285499,Action|Adventure|Comedy|Crime|Family|Romance|Thriller,Daniel Roebuck,Agent Cody Banks ,26755,3037,Chris Gauthier,3,cia|nanobot|prep school|scientist|teenager,104,English,USA,PG,26000000,2003,934,2.35,542
Color,Brett Ratner,29,97,420,585,Paul Sorvino,695,41067398,Action|Comedy|Crime|Thriller,Heather Locklear,Money Talks ,22748,2530,Faizon Love,2,blood splatter|fistfight|murder|police|prison bus,41,English,USA,R,25000000,1997,635,2.35,666
Color,Paul Thomas Anderson,398,158,0,104,Paul F. Tompkins,272,40218903,Drama,Jim Meskimen,There Will Be Blood ,372990,533,Kevin Breznahan,0,alcoholic|alcoholism|money|oil|turn of the century,1107,English,USA,R,25000000,2007,111,2.35,16000
Color,Spike Lee,48,136,0,3000,Milla Jovovich,18000,21554585,Drama|Sport,Denzel Washington,He Got Game ,36108,37315,Rosario Dawson,0,basketball|basketball player|female nudity|porn actor in mainstream movie|prison,109,English,USA,R,25000000,1998,14000,1.85,0
Color,Jeremy Leven,44,97,19,977,Marlon Brando,40000,22200000,Comedy|Drama|Romance,Johnny Depp,Don Juan DeMarco ,41310,52122,Faye Dunaway,3,don juan|mental institution|patient|psychiatrist|retirement,117,English,USA,PG-13,25000000,1994,10000,1.85,0
Color,Catherine Hardwicke,119,107,308,872,Michael Angarano,13000,11008432,Biography|Drama|Sport,Heath Ledger,Lords of Dogtown ,43903,16651,Rebecca De Mornay,0,1970s|skateboarder|skateboarding|surf|swimming pool,194,English,USA,PG-13,25000000,2005,947,1.85,5000
Color,Richard Benjamin,20,105,121,354,Jane Krakowski,3000,10070000,Comedy|Drama|Romance,Brendan Fraser,Mrs. Winterbourne ,5668,5023,Cathryn de Prume,3,love|train|train wreck|twin brother|two word title,50,English,USA,PG-13,25000000,1996,624,1.85,491
Color,Rachel Talalay,60,104,54,919,Lori Petty,6000,4064333,Action|Comedy|Sci-Fi,Naomi Watts,Tank Girl ,24790,9662,Jeff Kober,0,2030s|21st century|desert|jet|tank,173,English,USA,R,25000000,1995,923,2.35,0
Color,Jeffrey W. Byrd,23,95,2,807,Loretta Devine,927,4006906,Comedy|Crime,Donald Faison,King's Ransom ,3229,4990,Regina Hall,7,hit in the crotch|kidnapping|nail gun|police|release from prison,20,English,USA,PG-13,15000000,2005,912,1.85,83
Color,Gavin O'Connor,123,98,149,439,Noah Emmerich,20000,1512815,Action|Drama|Western,Natalie Portman,Jane Got a Gun ,8885,21414,Boyd Holbrook,0,brothel|death of husband|ex lover|haunted by the past|redemption,56,English,USA,R,25000000,2016,617,2.35,0
Color,Todd Phillips,123,88,480,497,Leah Remini,8000,74608545,Comedy,Will Ferrell,Old School ,185258,10325,Patrick Fischler,4,college|fraternity|friend|house|party,404,English,USA,R,24000000,2003,909,2.35,0
Color,Terry Gilliam,84,137,0,161,David Hyde Pierce,12000,41895491,Comedy|Drama|Fantasy,Jeff Bridges,The Fisher King ,63274,12947,Harry Shearer,1,friendship|holy grail|massacre|redemption|video store,170,English,USA,R,24000000,1991,443,1.85,12000
Color,James Mangold,133,127,446,898,Clea DuVall,11000,28871190,Biography|Drama,Angelina Jolie Pitt,"Girl, Interrupted ",125421,13433,Vanessa Redgrave,0,1960s|father daughter incest|mental hospital|suicide|suicide attempt,385,English,USA,R,24000000,1999,1000,1.85,0
Color,Tim Hill,70,87,25,611,F. Murray Abraham,1000,16290976,Adventure|Comedy|Family|Fantasy|Music|Sci-Fi,Josh Charles,Muppets from Space ,14637,3243,David Arquette,0,alien|breakfast|escape|rat|ufo,100,English,USA,G,24000000,1999,670,1.85,619
Color,Ron Shelton,73,124,41,197,Robert Wagner,512,8427204,Comedy|Drama|Sport,Willie Garson,Play It to the Bone ,10100,1523,Lolita Davidovich,0,boxing movie|friendship|highway travel|male rear nudity|road movie,59,English,USA,R,24000000,1999,481,2.35,153
Color,Douglas McGrath,169,89,41,847,Busy Philipps,2000,9639242,Comedy|Romance,Olivia Munn,I Don't Know How She Does It ,16437,5470,Jessica Szohr,0,black comedy|delivery boy|dinner|gym|punishment,68,English,USA,PG-13,24000000,2011,1000,1.85,0
Color,Ruben Fleischer,445,88,181,11,Bill Murray,15000,75590286,Adventure|Comedy|Horror|Sci-Fi,Emma Stone,Zombieland ,386217,28011,Derek Graf,4,amusement park|on the road|zombie|zombie apocalypse|zombie spoof,553,English,USA,R,23600000,2009,13000,2.35,26000
Color,Jerry Zaks,45,98,4,11000,Robert De Niro,29000,12782508,Drama,Leonardo DiCaprio,Marvin's Room ,20163,63194,Meryl Streep,2,house|leukemia|mental institution|nursing home|transplant,71,English,USA,PG-13,23000000,1996,22000,1.85,1000
Color,Mira Nair,118,141,300,73,Roger Lloyd Pack,805,16123851,Drama,Romola Garai,Vanity Fair ,17373,1618,Lillete Dubey,2,aristocrat|english|painter|painting|singer,148,English,USA,PG-13,23000000,2004,539,2.35,767
Color,Mel Brooks,103,96,0,542,Dick Van Patten,1000,38119483,Adventure|Comedy|Sci-Fi,Joan Rivers,Spaceballs ,136667,2936,Michael Winslow,2,parody|planet enclosed within shield|sci fi spoof|self referential|winnebago,273,English,USA,PG,22700000,1987,605,1.85,13000
Color,Ken Scott,168,105,31,110,Bobby Moynihan,390,30659817,Comedy|Drama,Jack Reynor,Delivery Man ,59805,1006,Matthew Daddario,10,children|identity|lawsuit|lawyer|sperm donor,95,English,USA,PG-13,26000000,2013,311,2.35,0
Color,James Wan,511,112,0,697,Lili Taylor,6000,137387272,Horror|Mystery|Thriller,Mackenzie Foy,The Conjuring ,300110,9049,Hayley McFarland,0,based on true story|farmhouse|paranormal investigator|rhode island|supernatural power,807,English,USA,R,20000000,2013,960,2.35,131000
Color,Keenen Ivory Wayans,62,109,322,861,Jaime King,1000,69148997,Comedy|Crime,Busy Philipps,White Chicks ,98794,6313,Brittany Daniel,4,african american|crossdresser|fbi|undercover|vomiting,251,English,USA,PG-13,37000000,2004,960,1.85,0
Color,Neil LaBute,165,110,119,332,Justin Chambers,1000,39263506,Crime|Drama|Thriller,Jay Hernandez,Lakeview Terrace ,40469,2382,Robert Pine,1,interracial couple|lapd|male nudity|neighbor|nudity,135,English,USA,PG-13,22000000,2008,931,2.35,0
Color,Jason Friedberg,122,82,82,354,Dave Foley,759,36658108,Comedy,Diedrich Bader,Vampires Suck ,39095,2898,Anneliese van der Pol,7,cat|friend|love|sheriff|teenager,187,English,USA,PG-13,20000000,2010,401,1.85,16000
Color,Andrew Fleming,93,99,26,650,Laura Harring,720,25584685,Comedy|Crime|Family|Mystery|Romance|Thriller,Kay Panabaker,Nancy Drew ,15877,3327,Tate Donovan,5,chase|clue|detective|movie star|murder,102,English,USA,PG,20000000,2007,669,2.35,590
Color,Robert Rodriguez,103,89,0,470,Leo Howard,87000,20916309,Comedy|Family|Fantasy,Jimmy Bennett,Shorts ,5332,88422,Jake Short,4,boy|family relationships|rock|twin|two headed person,37,English,USA,PG,40000000,2009,570,1.85,431
Black and White,Alfred Hitchcock,290,108,13000,285,Vera Miles,606,32000000,Horror|Mystery|Thriller,Janet Leigh,Psycho ,422432,1885,John Gavin,2,money|motel|rain|shower|theft,1040,English,USA,R,806947,1960,332,1.85,18000
Color,Steve Rash,13,98,15,281,Adam Arkin,691,8500000,Comedy,Mako,Under the Rainbow ,2061,1761,Billy Barty,0,assassin|hotel|japanese tourist|secret service|wizard of oz,34,English,USA,PG,20000000,1981,374,1.78,501
Color,Gore Verbinski,156,102,563,385,Hope Davis,12000,12469811,Comedy|Drama,Nicolas Cage,The Weather Man ,69172,13156,Michael Rispoli,1,corndog|failure|funeral in the rain|new york city|weatherman,316,English,USA,R,22000000,2005,442,1.85,0
Color,David Koepp,210,102,192,31,Dequina Moore,346,13214030,Comedy|Drama|Fantasy|Romance,Aasif Mandvi,Ghost Town ,60516,500,Jordan Carlos,3,bouquet of roses|bright light|cardiopulmonary resuscitation|ghost|white rose,147,English,USA,PG-13,20000000,2008,41,1.85,0
Color,Neil Jordan,20,106,277,383,Demi Moore,22000,10555348,Comedy|Crime,Robert De Niro,We're No Angels ,17349,24887,James Russo,0,con|convict|escape|police|priest,42,English,USA,PG-13,20000000,1989,2000,2.35,855
Color,Daniel Algrant,42,100,3,442,Richard Schiff,14000,121972,Crime|Drama|Mystery,Al Pacino,People I Know ,9868,15612,Mark Webber,3,actor|client|new york|protection|scandal,81,English,USA,R,22000000,2002,506,1.85,217
Color,Michael Dowse,136,97,31,562,Michael Biehn,2000,6923891,Comedy|Drama|Romance,Topher Grace,Take Me Home Tonight ,43867,5519,Dan Fogler,4,friend|night|party|sex scene|sister,83,English,USA,R,23000000,2011,2000,2.35,0
Color,James Schamus,63,110,44,85,Sarah Gadon,8000,560512,Drama,Logan Lerman,Indignation ,550,8972,Tracy Letts,0,based on novel,3,Hebrew,USA,R,NA,2016,691,2,599
Color,Mike Mitchell,91,88,31,489,Eddie Griffin,1000,65535067,Comedy|Romance,Amy Poehler,Deuce Bigalow: Male Gigolo ,59380,2604,Bree Turner,1,aquarium|fish|fish tank|gigolo|norwegian,202,English,USA,R,17000000,1999,489,1.85,0
Color,Kirk Jones,156,94,52,261,Louis Mandylor,567,59573085,Comedy|Family|Romance,Nia Vardalos,My Big Fat Greek Wedding 2 ,13562,2259,Joey Fatone,10,family restaurant|greek|remarriage|suburb|wedding,103,English,USA,PG-13,18000000,2016,312,2.35,19000
Color,Francis Ford Coppola,44,103,0,805,Kathleen Turner,12000,41382841,Comedy|Drama|Fantasy|Romance,Nicolas Cage,Peggy Sue Got Married ,27149,14672,Joan Allen,0,alternate history|alternate timeline|divorce|high school|reunion,96,English,USA,PG-13,18000000,1986,899,1.85,0
Color,Bille Woodruff,97,94,23,582,Mekhi Phifer,2000,30222640,Drama|Music|Romance,Christian Monzon,Honey ,36666,4868,Romeo Miller,2,choreographer|dance|dancer|dancing|hip hop,144,English,USA,PG-13,25000000,2003,1000,1.85,0
Color,Woody Allen,128,94,11000,975,Jon Lovitz,11000,17071230,Comedy|Crime,Woody Allen,Small Time Crooks ,31169,23283,Michael Rapaport,0,apartment building|crook|new york city|three word title|written and directed by cast member,192,English,USA,PG,18000000,2000,11000,1.85,812
Color,Miguel Arteta,192,90,44,729,Ari Graynor,12000,15281286,Comedy|Drama|Romance,Steve Buscemi,Youth in Revolt ,64646,16004,Fred Willard,2,alter ego|boarding school|love|masturbation|teen movie,105,English,USA,R,18000000,2009,904,1.85,0
Color,D.J. Caruso,79,103,154,576,Meat Loaf,1000,676698,Crime|Drama|Mystery|Thriller,Adam Goldberg,The Salton Sea ,26730,4094,Anthony LaPaglia,0,male in shower|murder|neighbor neighbor relationship|remote control car|sex scene,180,English,USA,R,18000000,2002,783,1.85,2000
Color,Luke Greenfield,129,104,42,613,Damon Wayans Jr.,839,82389560,Comedy,Rob Riggle,Let's Be Cops ,106820,3627,James D'Arcy,1,friendship between men|impersonating a police officer|mobster|party|police officer,147,English,USA,R,17000000,2014,756,1.85,14000
Color,John Hoffman,52,87,9,503,Molly Shannon,818,37566230,Comedy|Drama|Family|Fantasy|Sci-Fi,Liam Aiken,Good Boy! ,3407,2164,Kevin Nealon,1,dog|friend|neighborhood|planet|star,48,English,USA,PG,17000000,2003,636,1.85,309
Color,Erik White,62,99,17,826,Loretta Devine,918,24708699,Comedy,Brandon T. Jackson,Lottery Ticket ,7991,4797,Shad Moss,7,block party|eurocopter ec120 colibri|fortune cookie|lottery ticket|reverend,30,English,USA,PG-13,NA,2010,912,2.35,0
Color,Chris Robinson,54,105,49,104,Adam Boyer,680,21160089,Comedy|Crime|Drama|Music|Romance,T.I.,ATL ,8522,1538,Malika,0,high school|rollerskating rink|spelman college|twin|voice over narration,92,English,USA,PG-13,NA,2006,503,2.35,874
Color,Steven Shainberg,105,122,30,260,Ty Burrell,21000,220914,Biography|Drama|Romance,Robert Downey Jr.,Fur: An Imaginary Portrait of Diane Arbus ,13239,25173,Matt Servitto,2,character name in title|diane arbus|male full frontal nudity|photographer|pubic hair,97,English,USA,R,16800000,2006,3000,1.85,0
Color,Ang Lee,69,136,0,1000,Kate Winslet,25000,42700000,Drama|Romance,Alan Rickman,Sense and Sensibility ,78392,41059,Tom Wilkinson,2,1810s|female protagonist|horseback riding|inheritance|three word title,196,English,USA,PG,16500000,1995,14000,1.85,0
Color,Peter Weir,96,128,608,1000,Josh Charles,49000,95860116,Comedy|Drama,Robin Williams,Dead Poets Society ,277451,51609,Kurtwood Smith,0,education|english teacher|poet|professor|student,491,English,USA,PG,16400000,1989,1000,1.85,23000
Color,Diane English,124,114,15,650,Debi Mazar,851,26896744,Comedy|Drama,Jada Pinkett Smith,The Women ,16582,3485,Debra Messing,4,beauty salon|divorce|fashion|new york|perfume,125,English,USA,PG-13,16500000,2008,680,1.85,0
Color,Robert Iscove,67,94,7,95,Amanda Detmer,3000,20627372,Comedy|Drama|Romance,Alyson Hannigan,Boys and Girls ,13661,3451,Tsianina Joelson,3,best friend|break up|friendship|graduation|male in underwear,134,English,USA,PG-13,16000000,2000,240,1.85,487
Color,Clare Kilner,46,101,6,258,Alexandra Holden,812,14108518,Comedy|Drama|Romance,Dylan Baker,How to Deal ,8215,1882,Trent Ford,1,best friend|high school|mother|sister|wedding,95,English,USA,PG-13,16000000,2003,326,1.85,371
Color,Jonathan Demme,68,125,438,372,Tom Hanks,18000,77324422,Drama,Denzel Washington,Philadelphia ,178731,33865,Jason Robards,2,aids|city name in title|gay|homophobia|lawyer,261,English,USA,PG-13,26000000,1993,15000,1.85,0
Color,Tyler Perry,41,113,0,607,Tasha Smith,2000,55184721,Comedy|Drama,Michael Jai White,Why Did I Get Married? ,9811,6510,Lamman Rucker,8,marriage|overweight|psychologist|secret|work,100,English,USA,PG-13,15000000,2007,721,1.85,1000
Color,Denzel Washington,112,126,18000,697,Jurnee Smollett-Bell,18000,30226144,Biography|Drama,Denzel Washington,The Great Debaters ,47626,22745,John Heard,1,college|debate|student|texas|wiley college,118,English,USA,PG-13,15000000,2007,2000,2.35,0
Color,Nicholas Hytner,65,111,13,106,Tim Daly,818,29106737,Comedy|Drama|Romance,Liam Aiken,The Object of My Affection ,15582,1450,Kali Rocha,0,baby|dancing|gay|name calling|penis slur,132,English,USA,R,15000000,1998,511,1.85,849
Color,Thomas Carter,50,115,49,100,Matthew Daddario,116,30127963,Drama|Family|Sport,Jessie T. Usher,When the Game Stands Tall ,12596,525,Ser'Darius Blain,0,coach|high school football,64,English,USA,PG,15000000,2014,110,1.85,0
Color,Derek Cianfrance,417,140,310,619,Ben Mendelsohn,33000,21383298,Crime|Drama|Thriller,Ryan Gosling,The Place Beyond the Pines ,187170,34413,Angelo Anthony Pizza,3,bank|carnival|motorcycle|police|rookie cop,376,English,USA,R,15000000,2012,748,2.35,47000
Color,Lone Scherfig,221,107,92,358,Jim Sturgess,11000,13766014,Drama|Romance,Anne Hathaway,One Day ,106111,17627,Rafe Spall,0,23 year time span|accidental death|best friend|loss of loved one|male female friendship,181,English,USA,PG-13,15000000,2011,5000,2.35,49000
